CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
CASE00947,100030015202500947,202500947,2025-07-29,EMP0136,UNIT0015,CAT1,GRV1,CH03,CSH0015,STA1,,2025-07-29T17:15:00,2025-07-29T17:15:00,2025-07-29T17:15:00,15.842674,74.468363,Victim was approached by unidentified persons near a residential lane and robbed at knifepoint.
CASE00948,100130080202600948,202600948,2026-06-26,EMP0006,UNIT0080,CAT1,GRV2,CH02,CSH0009,STA3,,2026-06-26T17:05:00,2026-06-26T17:05:00,2026-06-26T17:05:00,15.449829,75.047637,Accused allegedly entered the railway station and removed valuables without the owner's knowledge.
CASE00949,100050026202500949,202500949,2025-11-14,EMP0168,UNIT0026,CAT1,GRV2,CH02,CSH0008,STA2,,2025-11-14T17:37:00,2025-11-14T17:37:00,2025-11-14T17:37:00,12.945206,77.571174,Accused is alleged to have used a fake identity to defraud the complainant near a residential complex.
CASE00950,100030016202500950,202500950,2025-08-02,EMP0102,UNIT0016,CAT1,GRV1,CH03,CSH0015,STA2,,2025-08-02T06:12:00,2025-08-02T06:12:00,2025-08-02T06:12:00,15.786646,74.516541,A group of persons allegedly created a public disturbance near the local temple grounds.
CASE00951,100050029202500951,202500951,2025-09-08,EMP0100,UNIT0029,CAT1,GRV2,CH05,CSH0024,STA2,,2025-09-08T21:49:00,2025-09-08T21:49:00,2025-09-08T21:49:00,12.964473,77.654567,Complainant reported that a mobile phone was stolen from the local temple grounds on the night of the incident.
CASE00952,100210127202600952,202600952,2026-07-06,EMP0248,UNIT0127,CAT1,GRV2,CH05,CSH0021,STA2,,2026-07-06T09:32:00,2026-07-06T09:32:00,2026-07-06T09:32:00,12.509008,76.906989,Complainant alleges online fraud involving a transaction linked to a commercial complex.
CASE00953,100110071202600953,202600953,2026-03-10,EMP0027,UNIT0071,CAT1,GRV2,CH04,CSH0017,STA4,,2026-03-10T13:28:00,2026-03-10T13:28:00,2026-03-10T13:28:00,12.831467,75.210228,Accused is alleged to have used a fake identity to defraud the complainant near a residential lane.
CASE00954,100030018202600954,202600954,2026-01-20,EMP0129,UNIT0018,CAT1,GRV1,CH01,CSH0003,STA1,,2026-01-20T19:43:00,2026-01-20T19:43:00,2026-01-20T19:43:00,15.849796,74.485807,Complainant alleges online fraud involving a transaction linked to a parking area.
CASE00955,100100060202600955,202600955,2026-05-27,EMP0164,UNIT0060,CAT1,GRV2,CH02,CSH0007,STA3,,2026-05-27T13:19:00,2026-05-27T13:19:00,2026-05-27T13:19:00,14.164838,76.430331,A group of persons allegedly created a public disturbance near the bus stand.
CASE00956,100030019202500956,202500956,2025-12-23,EMP0077,UNIT0019,CAT1,GRV2,CH06,CSH0025,STA3,,2025-12-23T15:10:00,2025-12-23T15:10:00,2025-12-23T15:10:00,15.795504,74.498601,Vehicle registered to the complainant was found missing from outside the local temple grounds.
CASE00957,100110069202500957,202500957,2025-12-07,EMP0127,UNIT0069,CAT1,GRV2,CH02,CSH0008,STA2,,2025-12-07T21:30:00,2025-12-07T21:30:00,2025-12-07T21:30:00,12.787859,75.245283,Accused is alleged to have used a fake identity to defraud the complainant near the railway station.
CASE00958,100050031202600958,202600958,2026-01-18,EMP0207,UNIT0031,CAT1,GRV2,CH06,CSH0025,STA1,,2026-01-18T15:48:00,2026-01-18T15:48:00,2026-01-18T15:48:00,12.937547,77.607796,Accused allegedly entered the railway station and removed valuables without the owner's knowledge.
CASE00959,100130083202600959,202600959,2026-01-16,EMP0156,UNIT0083,CAT1,GRV2,CH02,CSH0007,STA1,,2026-01-16T10:45:00,2026-01-16T10:45:00,2026-01-16T10:45:00,15.419963,74.947692,Physical assault reported outside a parking area following a dispute between the parties.
CASE00960,100260159202500960,202500960,2025-07-26,EMP0033,UNIT0159,CAT1,GRV2,CH04,CSH0017,STA1,,2025-07-26T15:17:00,2025-07-26T15:17:00,2025-07-26T15:17:00,13.360727,77.076175,A group of persons allegedly created a public disturbance near the main market.
CASE00961,100170100202500961,202500961,2025-09-25,EMP0189,UNIT0100,CAT1,GRV2,CH05,CSH0023,STA1,,2025-09-25T22:45:00,2025-09-25T22:45:00,2025-09-25T22:45:00,17.325479,76.895807,Complainant reported that a two-wheeler was stolen from the main market on the night of the incident.
CASE00962,100110071202600962,202600962,2026-01-22,EMP0115,UNIT0071,CAT1,GRV2,CH04,CSH0018,STA1,,2026-01-22T14:59:00,2026-01-22T14:59:00,2026-01-22T14:59:00,12.79901,75.220718,Accused is alleged to have used a fake identity to defraud the complainant near the local temple grounds.
CASE00963,100060039202600963,202600963,2026-05-11,EMP0040,UNIT0039,CAT1,GRV2,CH04,CSH0019,STA2,,2026-05-11T12:12:00,2026-05-11T12:12:00,2026-05-11T12:12:00,17.925148,77.47551,A complaint was filed regarding harassment near the railway station over the past few weeks.
CASE00964,100060036202600964,202600964,2026-07-06,EMP0161,UNIT0036,CAT1,GRV2,CH06,CSH0025,STA4,,2026-07-06T19:55:00,2026-07-06T19:55:00,2026-07-06T19:55:00,17.939899,77.521467,Victim was approached by unidentified persons near a commercial complex and robbed at knifepoint.
CASE00965,100110068202600965,202600965,2026-05-26,EMP0133,UNIT0068,CAT1,GRV1,CH03,CSH0012,STA1,,2026-05-26T13:43:00,2026-05-26T13:43:00,2026-05-26T13:43:00,12.87451,75.286925,"An altercation broke out at the local temple grounds, resulting in injuries to the victim."
CASE00966,100220134202500966,202500966,2025-10-20,EMP0012,UNIT0134,CAT1,GRV1,CH03,CSH0016,STA4,,2025-10-20T20:53:00,2025-10-20T20:53:00,2025-10-20T20:53:00,12.323716,76.597689,Physical assault reported outside a commercial complex following a dispute between the parties.
CASE00967,100210126202500967,202500967,2025-11-07,EMP0099,UNIT0126,CAT1,GRV2,CH02,CSH0010,STA3,,2025-11-07T17:40:00,2025-11-07T17:40:00,2025-11-07T17:40:00,12.503435,76.950211,"An altercation broke out at the bus stand, resulting in injuries to the victim."
CASE00968,100040023202600968,202600968,2026-02-11,EMP0098,UNIT0023,CAT1,GRV2,CH04,CSH0019,STA3,,2026-02-11T21:39:00,2026-02-11T21:39:00,2026-02-11T21:39:00,13.317864,77.571392,A complaint was filed regarding harassment near a residential lane over the past few weeks.
CASE00969,100310190202500969,202500969,2025-07-20,EMP0155,UNIT0190,CAT1,GRV1,CH01,CSH0005,STA3,,2025-07-20T18:04:00,2025-07-20T18:04:00,2025-07-20T18:04:00,15.198865,76.410937,Physical assault reported outside the local temple grounds following a dispute between the parties.
CASE00970,100010002202500970,202500970,2025-11-18,EMP0182,UNIT0002,CAT1,GRV2,CH04,CSH0020,STA1,,2025-11-18T20:01:00,2025-11-18T20:01:00,2025-11-18T20:01:00,16.207363,75.707658,Victim was approached by unidentified persons near a commercial complex and robbed at knifepoint.
CASE00971,100130081202600971,202600971,2026-02-15,EMP0209,UNIT0081,CAT1,GRV2,CH05,CSH0022,STA3,,2026-02-15T10:52:00,2026-02-15T10:52:00,2026-02-15T10:52:00,15.495157,75.044878,Victim was approached by unidentified persons near a parking area and robbed at knifepoint.
CASE00972,100030016202600972,202600972,2026-06-16,EMP0102,UNIT0016,CAT1,GRV1,CH01,CSH0001,STA3,,2026-06-16T17:54:00,2026-06-16T17:54:00,2026-06-16T17:54:00,15.79965,74.535238,Accused is alleged to have used a fake identity to defraud the complainant near a parking area.
CASE00973,100080052202600973,202600973,2026-04-19,EMP0194,UNIT0052,CAT1,GRV2,CH02,CSH0010,STA4,,2026-04-19T09:17:00,2026-04-19T09:17:00,2026-04-19T09:17:00,13.45569,77.681121,Accused allegedly entered a residential complex and removed valuables without the owner's knowledge.
CASE00974,100160097202600974,202600974,2026-05-25,EMP0107,UNIT0097,CAT1,GRV1,CH01,CSH0001,STA2,,2026-05-25T15:47:00,2026-05-25T15:47:00,2026-05-25T15:47:00,14.792179,75.356262,Victim was approached by unidentified persons near a residential complex and robbed at knifepoint.
CASE00975,100030018202500975,202500975,2025-08-26,EMP0120,UNIT0018,CAT1,GRV2,CH04,CSH0017,STA1,,2025-08-26T21:46:00,2025-08-26T21:46:00,2025-08-26T21:46:00,15.823701,74.509737,A group of persons allegedly created a public disturbance near a commercial complex.
CASE00976,100030019202500976,202500976,2025-10-20,EMP0077,UNIT0019,CAT1,GRV1,CH01,CSH0003,STA1,,2025-10-20T20:23:00,2025-10-20T20:23:00,2025-10-20T20:23:00,15.793698,74.478611,Complainant reported that cash was stolen from the local temple grounds on the night of the incident.
CASE00977,100220136202600977,202600977,2026-06-26,EMP0034,UNIT0136,CAT1,GRV1,CH01,CSH0004,STA2,,2026-06-26T14:19:00,2026-06-26T14:19:00,2026-06-26T14:19:00,12.295936,76.640618,"An altercation broke out at the local temple grounds, resulting in injuries to the victim."
CASE00978,100020005202600978,202600978,2026-01-19,EMP0166,UNIT0005,CAT1,GRV2,CH02,CSH0009,STA1,,2026-01-19T19:57:00,2026-01-19T19:57:00,2026-01-19T19:57:00,15.160646,76.934417,Complainant reported that jewellery was stolen from the bus stand on the night of the incident.
CASE00979,100110069202600979,202600979,2026-05-31,EMP0127,UNIT0069,CAT1,GRV2,CH06,CSH0025,STA3,,2026-05-31T03:38:00,2026-05-31T03:38:00,2026-05-31T03:38:00,12.802048,75.231083,Physical assault reported outside the local temple grounds following a dispute between the parties.
CASE00980,100110070202500980,202500980,2025-08-23,EMP0093,UNIT0070,CAT1,GRV1,CH01,CSH0005,STA2,,2025-08-23T19:51:00,2025-08-23T19:51:00,2025-08-23T19:51:00,12.841514,75.302763,Complainant reported that cash was stolen from a parking area on the night of the incident.
CASE00981,100130081202600981,202600981,2026-03-02,EMP0209,UNIT0081,CAT1,GRV1,CH03,CSH0012,STA1,,2026-03-02T21:16:00,2026-03-02T21:16:00,2026-03-02T21:16:00,15.467594,75.022943,Vehicle registered to the complainant was found missing from outside the bus stand.
CASE00982,100020012202500982,202500982,2025-11-14,EMP0072,UNIT0012,CAT1,GRV2,CH04,CSH0018,STA1,,2025-11-14T14:38:00,2025-11-14T14:38:00,2025-11-14T14:38:00,15.115129,76.892267,"An altercation broke out at a residential complex, resulting in injuries to the victim."
CASE00983,100110069202500983,202500983,2025-12-24,EMP0127,UNIT0069,CAT1,GRV1,CH03,CSH0015,STA1,,2025-12-24T23:54:00,2025-12-24T23:54:00,2025-12-24T23:54:00,12.799741,75.241689,A complaint was filed regarding harassment near a residential lane over the past few weeks.
CASE00984,100100066202600984,202600984,2026-05-21,EMP0137,UNIT0066,CAT1,GRV1,CH01,CSH0005,STA4,,2026-05-21T13:34:00,2026-05-21T13:34:00,2026-05-21T13:34:00,14.194686,76.333488,Vehicle registered to the complainant was found missing from outside a parking area.
CASE00985,100110070202600985,202600985,2026-04-26,EMP0116,UNIT0070,CAT1,GRV1,CH01,CSH0005,STA3,,2026-04-26T20:09:00,2026-04-26T20:09:00,2026-04-26T20:09:00,12.834244,75.299991,A complaint was filed regarding harassment near a residential complex over the past few weeks.
CASE00986,100050027202500986,202500986,2025-09-10,EMP0157,UNIT0027,CAT1,GRV2,CH02,CSH0006,STA3,,2025-09-10T19:19:00,2025-09-10T19:19:00,2025-09-10T19:19:00,13.023235,77.643396,Complainant alleges online fraud involving a transaction linked to the railway station.
CASE00987,100060034202500987,202500987,2025-10-11,EMP0169,UNIT0034,CAT1,GRV2,CH02,CSH0011,STA2,,2025-10-11T15:42:00,2025-10-11T15:42:00,2025-10-11T15:42:00,17.928928,77.452178,Physical assault reported outside the main market following a dispute between the parties.
CASE00988,100080047202600988,202600988,2026-02-27,EMP0016,UNIT0047,CAT1,GRV1,CH01,CSH0001,STA1,,2026-02-27T08:02:00,2026-02-27T08:02:00,2026-02-27T08:02:00,13.478221,77.746257,Vehicle registered to the complainant was found missing from outside a parking area.
CASE00989,100240148202500989,202500989,2025-07-18,EMP0186,UNIT0148,CAT1,GRV1,CH03,CSH0013,STA3,,2025-07-18T16:13:00,2025-07-18T16:13:00,2025-07-18T16:13:00,12.736335,77.244583,A complaint was filed regarding harassment near a commercial complex over the past few weeks.
CASE00990,100030018202500990,202500990,2025-08-07,EMP0129,UNIT0018,CAT1,GRV2,CH02,CSH0009,STA3,,2025-08-07T13:55:00,2025-08-07T13:55:00,2025-08-07T13:55:00,15.833568,74.475969,Accused is alleged to have used a fake identity to defraud the complainant near the railway station.
CASE00991,100050030202600991,202600991,2026-04-03,EMP0065,UNIT0030,CAT1,GRV1,CH03,CSH0014,STA1,,2026-04-03T18:34:00,2026-04-03T18:34:00,2026-04-03T18:34:00,12.985666,77.579589,"An altercation broke out at the railway station, resulting in injuries to the victim."
CASE00992,100050030202500992,202500992,2025-07-15,EMP0043,UNIT0030,CAT1,GRV2,CH02,CSH0010,STA4,,2025-07-15T16:35:00,2025-07-15T16:35:00,2025-07-15T16:35:00,12.985529,77.55369,Complainant alleges online fraud involving a transaction linked to the bus stand.
CASE00993,100090057202500993,202500993,2025-09-05,EMP0145,UNIT0057,CAT1,GRV2,CH06,CSH0025,STA2,,2025-09-05T01:46:00,2025-09-05T01:46:00,2025-09-05T01:46:00,13.312108,75.822469,Complainant alleges online fraud involving a transaction linked to the main market.
CASE00994,100160093202600994,202600994,2026-06-13,EMP0188,UNIT0093,CAT1,GRV2,CH04,CSH0018,STA2,,2026-06-13T11:33:00,2026-06-13T11:33:00,2026-06-13T11:33:00,14.733311,75.408486,A group of persons allegedly created a public disturbance near the bus stand.
CASE00995,100130080202600995,202600995,2026-01-15,EMP0006,UNIT0080,CAT1,GRV1,CH03,CSH0014,STA4,,2026-01-15T20:17:00,2026-01-15T20:17:00,2026-01-15T20:17:00,15.451086,75.023251,Complainant alleges online fraud involving a transaction linked to a residential lane.
CASE00996,100030017202600996,202600996,2026-03-26,EMP0185,UNIT0017,CAT1,GRV2,CH05,CSH0024,STA1,,2026-03-26T22:00:00,2026-03-26T22:00:00,2026-03-26T22:00:00,15.910157,74.532802,A group of persons allegedly created a public disturbance near a residential complex.
CASE00997,100050032202600997,202600997,2026-05-13,EMP0184,UNIT0032,CAT1,GRV1,CH01,CSH0005,STA3,,2026-05-13T08:52:00,2026-05-13T08:52:00,2026-05-13T08:52:00,12.955409,77.622787,Victim was approached by unidentified persons near the bus stand and robbed at knifepoint.
CASE00998,100170101202500998,202500998,2025-10-08,EMP0180,UNIT0101,CAT1,GRV2,CH04,CSH0019,STA1,,2025-10-08T10:53:00,2025-10-08T10:53:00,2025-10-08T10:53:00,17.351707,76.845492,Physical assault reported outside the bus stand following a dispute between the parties.
CASE00999,100030017202500999,202500999,2025-12-26,EMP0185,UNIT0017,CAT1,GRV2,CH05,CSH0022,STA3,,2025-12-26T12:20:00,2025-12-26T12:20:00,2025-12-26T12:20:00,15.908751,74.541308,A group of persons allegedly created a public disturbance near a parking area.
CASE01000,100120077202601000,202601000,2026-02-21,EMP0248,UNIT0077,CAT1,GRV2,CH06,CSH0027,STA1,,2026-02-21T08:47:00,2026-02-21T08:47:00,2026-02-21T08:47:00,14.523367,75.980263,Accused is alleged to have used a fake identity to defraud the complainant near the main market.
CASE01001,100050027202501001,202501001,2025-12-02,EMP0124,UNIT0027,CAT1,GRV1,CH01,CSH0004,STA3,,2025-12-02T18:27:00,2025-12-02T18:27:00,2025-12-02T18:27:00,13.032407,77.651542,A complaint was filed regarding harassment near a residential complex over the past few weeks.
CASE01002,100130084202501002,202501002,2025-10-06,EMP0247,UNIT0084,CAT1,GRV2,CH04,CSH0020,STA1,,2025-10-06T22:55:00,2025-10-06T22:55:00,2025-10-06T22:55:00,15.477962,75.037338,Physical assault reported outside the main market following a dispute between the parties.
CASE01003,100120072202601003,202601003,2026-03-04,EMP0260,UNIT0072,CAT1,GRV2,CH06,CSH0027,STA3,,2026-03-04T19:17:00,2026-03-04T19:17:00,2026-03-04T19:17:00,14.448179,75.901905,A complaint was filed regarding harassment near a residential complex over the past few weeks.
CASE01004,100130083202601004,202601004,2026-07-04,EMP0156,UNIT0083,CAT1,GRV2,CH06,CSH0026,STA1,,2026-07-04T16:37:00,2026-07-04T16:37:00,2026-07-04T16:37:00,15.422375,74.945448,Vehicle registered to the complainant was found missing from outside the local temple grounds.
CASE01005,100280171202501005,202501005,2025-08-28,EMP0214,UNIT0171,CAT1,GRV1,CH03,CSH0013,STA2,,2025-08-28T03:06:00,2025-08-28T03:06:00,2025-08-28T03:06:00,14.753064,74.719579,Accused is alleged to have used a fake identity to defraud the complainant near the local temple grounds.
CASE01006,100300184202501006,202501006,2025-08-13,EMP0193,UNIT0184,CAT1,GRV2,CH05,CSH0024,STA3,,2025-08-13T03:41:00,2025-08-13T03:41:00,2025-08-13T03:41:00,16.777229,77.187342,Physical assault reported outside the local temple grounds following a dispute between the parties.
CASE01007,100020007202501007,202501007,2025-11-18,EMP0108,UNIT0007,CAT1,GRV2,CH02,CSH0007,STA1,,2025-11-18T17:01:00,2025-11-18T17:01:00,2025-11-18T17:01:00,15.12961,76.977792,Vehicle registered to the complainant was found missing from outside a commercial complex.
CASE01008,100150089202601008,202601008,2026-07-02,EMP0134,UNIT0089,CAT1,GRV1,CH03,CSH0012,STA2,,2026-07-02T22:15:00,2026-07-02T22:15:00,2026-07-02T22:15:00,12.958258,76.11007,A complaint was filed regarding harassment near a parking area over the past few weeks.
CASE01009,100230141202601009,202601009,2026-05-08,EMP0049,UNIT0141,CAT1,GRV2,CH05,CSH0021,STA3,,2026-05-08T13:25:00,2026-05-08T13:25:00,2026-05-08T13:25:00,16.176552,77.385655,"An altercation broke out at a commercial complex, resulting in injuries to the victim."
CASE01010,100310190202501010,202501010,2025-10-02,EMP0155,UNIT0190,CAT1,GRV2,CH06,CSH0026,STA3,,2025-10-02T20:14:00,2025-10-02T20:14:00,2025-10-02T20:14:00,15.189325,76.418706,Physical assault reported outside a residential lane following a dispute between the parties.
CASE01011,100160098202601011,202601011,2026-06-28,EMP0249,UNIT0098,CAT1,GRV2,CH02,CSH0007,STA2,,2026-06-28T12:45:00,2026-06-28T12:45:00,2026-06-28T12:45:00,14.85154,75.465744,Accused allegedly entered a commercial complex and removed valuables without the owner's knowledge.
CASE01012,100030019202601012,202601012,2026-07-10,EMP0077,UNIT0019,CAT1,GRV2,CH04,CSH0019,STA3,,2026-07-10T13:32:00,2026-07-10T13:32:00,2026-07-10T13:32:00,15.810749,74.476251,"An altercation broke out at a residential complex, resulting in injuries to the victim."
CASE01013,100130080202501013,202501013,2025-07-16,EMP0006,UNIT0080,CAT1,GRV2,CH05,CSH0022,STA3,,2025-07-16T15:16:00,2025-07-16T15:16:00,2025-07-16T15:16:00,15.434443,75.027261,Physical assault reported outside the railway station following a dispute between the parties.
CASE01014,100040022202601014,202601014,2026-03-26,EMP0018,UNIT0022,CAT1,GRV2,CH02,CSH0011,STA1,,2026-03-26T23:28:00,2026-03-26T23:28:00,2026-03-26T23:28:00,13.230409,77.613042,Complainant reported that cash was stolen from a parking area on the night of the incident.
CASE01015,100090057202601015,202601015,2026-03-04,EMP0020,UNIT0057,CAT1,GRV2,CH02,CSH0008,STA1,,2026-03-04T21:28:00,2026-03-04T21:28:00,2026-03-04T21:28:00,13.292782,75.838537,A group of persons allegedly created a public disturbance near a residential lane.
CASE01016,100110071202601016,202601016,2026-03-05,EMP0115,UNIT0071,CAT1,GRV2,CH04,CSH0019,STA3,,2026-03-05T10:11:00,2026-03-05T10:11:00,2026-03-05T10:11:00,12.829183,75.22989,A complaint was filed regarding harassment near a commercial complex over the past few weeks.
CASE01017,100110068202501017,202501017,2025-09-29,EMP0121,UNIT0068,CAT1,GRV1,CH03,CSH0014,STA1,,2025-09-29T14:57:00,2025-09-29T14:57:00,2025-09-29T14:57:00,12.858887,75.324323,Accused allegedly entered a parking area and removed valuables without the owner's knowledge.
CASE01018,100240149202601018,202601018,2026-04-10,EMP0252,UNIT0149,CAT1,GRV1,CH01,CSH0005,STA2,,2026-04-10T07:58:00,2026-04-10T07:58:00,2026-04-10T07:58:00,12.698951,77.259896,Victim was approached by unidentified persons near a commercial complex and robbed at knifepoint.
CASE01019,100270166202501019,202501019,2025-11-30,EMP0161,UNIT0166,CAT1,GRV2,CH04,CSH0018,STA1,,2025-11-30T20:14:00,2025-11-30T20:14:00,2025-11-30T20:14:00,13.40203,74.769748,Vehicle registered to the complainant was found missing from outside the local temple grounds.
CASE01020,100030018202601020,202601020,2026-03-17,EMP0120,UNIT0018,CAT1,GRV1,CH01,CSH0001,STA3,,2026-03-17T17:35:00,2026-03-17T17:35:00,2026-03-17T17:35:00,15.83438,74.500362,"An altercation broke out at a commercial complex, resulting in injuries to the victim."
CASE01021,100130084202601021,202601021,2026-03-15,EMP0094,UNIT0084,CAT1,GRV2,CH02,CSH0009,STA3,,2026-03-15T17:57:00,2026-03-15T17:57:00,2026-03-15T17:57:00,15.463596,75.045726,Accused allegedly entered a parking area and removed valuables without the owner's knowledge.
CASE01022,100130080202501022,202501022,2025-08-30,EMP0164,UNIT0080,CAT1,GRV2,CH04,CSH0018,STA1,,2025-08-30T19:19:00,2025-08-30T19:19:00,2025-08-30T19:19:00,15.445067,75.031709,Physical assault reported outside a commercial complex following a dispute between the parties.
CASE01023,100260157202601023,202601023,2026-07-01,EMP0218,UNIT0157,CAT1,GRV1,CH01,CSH0002,STA3,,2026-07-01T19:22:00,2026-07-01T19:22:00,2026-07-01T19:22:00,13.347303,77.08287,Physical assault reported outside the bus stand following a dispute between the parties.
CASE01024,100100064202601024,202601024,2026-01-27,EMP0093,UNIT0064,CAT1,GRV2,CH04,CSH0020,STA1,,2026-01-27T19:11:00,2026-01-27T19:11:00,2026-01-27T19:11:00,14.294515,76.415672,Accused is alleged to have used a fake identity to defraud the complainant near a residential complex.
CASE01025,100240147202601025,202601025,2026-03-21,EMP0254,UNIT0147,CAT1,GRV2,CH05,CSH0023,STA2,,2026-03-21T22:24:00,2026-03-21T22:24:00,2026-03-21T22:24:00,12.697141,77.260313,Accused allegedly entered the railway station and removed valuables without the owner's knowledge.
CASE01026,100130083202501026,202501026,2025-11-15,EMP0109,UNIT0083,CAT1,GRV1,CH03,CSH0014,STA1,,2025-11-15T21:31:00,2025-11-15T21:31:00,2025-11-15T21:31:00,15.421081,74.943884,"An altercation broke out at a residential lane, resulting in injuries to the victim."
CASE01027,100220135202501027,202501027,2025-07-29,EMP0110,UNIT0135,CAT1,GRV2,CH02,CSH0009,STA4,,2025-07-29T01:38:00,2025-07-29T01:38:00,2025-07-29T01:38:00,12.290911,76.635697,Accused allegedly entered the main market and removed valuables without the owner's knowledge.
CASE01028,100050031202501028,202501028,2025-08-19,EMP0192,UNIT0031,CAT1,GRV2,CH02,CSH0010,STA3,,2025-08-19T02:57:00,2025-08-19T02:57:00,2025-08-19T02:57:00,12.959424,77.589503,A group of persons allegedly created a public disturbance near the bus stand.
CASE01029,100050030202501029,202501029,2025-09-26,EMP0080,UNIT0030,CAT1,GRV1,CH01,CSH0004,STA2,,2025-09-26T21:58:00,2025-09-26T21:58:00,2025-09-26T21:58:00,12.969622,77.582043,Accused allegedly entered the bus stand and removed valuables without the owner's knowledge.
CASE01030,100190114202601030,202601030,2026-05-19,EMP0114,UNIT0114,CAT1,GRV1,CH01,CSH0001,STA3,,2026-05-19T18:59:00,2026-05-19T18:59:00,2026-05-19T18:59:00,13.087438,78.075951,Accused is alleged to have used a fake identity to defraud the complainant near the bus stand.
CASE01031,100070043202501031,202501031,2025-09-03,EMP0080,UNIT0043,CAT1,GRV1,CH01,CSH0004,STA4,,2025-09-03T16:38:00,2025-09-03T16:38:00,2025-09-03T16:38:00,11.997027,76.988048,Complainant alleges online fraud involving a transaction linked to a residential lane.
CASE01032,100280172202601032,202601032,2026-04-18,EMP0165,UNIT0172,CAT1,GRV2,CH04,CSH0018,STA1,,2026-04-18T05:15:00,2026-04-18T05:15:00,2026-04-18T05:15:00,14.766515,74.689795,Physical assault reported outside a commercial complex following a dispute between the parties.
CASE01033,100110069202601033,202601033,2026-03-09,EMP0127,UNIT0069,CAT1,GRV2,CH06,CSH0026,STA3,,2026-03-09T20:42:00,2026-03-09T20:42:00,2026-03-09T20:42:00,12.779248,75.242407,Complainant alleges online fraud involving a transaction linked to the local temple grounds.
CASE01034,100270165202601034,202601034,2026-05-11,EMP0230,UNIT0165,CAT1,GRV2,CH02,CSH0007,STA3,,2026-05-11T12:08:00,2026-05-11T12:08:00,2026-05-11T12:08:00,13.323827,74.795976,Physical assault reported outside the local temple grounds following a dispute between the parties.
CASE01035,100030013202501035,202501035,2025-07-19,EMP0104,UNIT0013,CAT1,GRV1,CH03,CSH0016,STA3,,2025-07-19T07:35:00,2025-07-19T07:35:00,2025-07-19T07:35:00,15.791392,74.492573,A complaint was filed regarding harassment near the main market over the past few weeks.
CASE01036,100030014202601036,202601036,2026-05-28,EMP0051,UNIT0014,CAT1,GRV2,CH02,CSH0007,STA3,,2026-05-28T22:19:00,2026-05-28T22:19:00,2026-05-28T22:19:00,15.874707,74.545326,Complainant reported that a mobile phone was stolen from the local temple grounds on the night of the incident.
CASE01037,100110071202501037,202501037,2025-11-04,EMP0115,UNIT0071,CAT1,GRV1,CH01,CSH0002,STA3,,2025-11-04T20:43:00,2025-11-04T20:43:00,2025-11-04T20:43:00,12.814598,75.197857,Accused is alleged to have used a fake identity to defraud the complainant near the main market.
CASE01038,100050026202501038,202501038,2025-12-07,EMP0071,UNIT0026,CAT1,GRV1,CH03,CSH0015,STA3,,2025-12-07T22:57:00,2025-12-07T22:57:00,2025-12-07T22:57:00,12.926647,77.548062,Victim was approached by unidentified persons near the main market and robbed at knifepoint.
CASE01039,100050031202601039,202601039,2026-05-13,EMP0149,UNIT0031,CAT1,GRV2,CH02,CSH0007,STA1,,2026-05-13T21:07:00,2026-05-13T21:07:00,2026-05-13T21:07:00,12.930811,77.61451,Accused is alleged to have used a fake identity to defraud the complainant near the local temple grounds.
CASE01040,100160096202601040,202601040,2026-04-22,EMP0121,UNIT0096,CAT1,GRV2,CH06,CSH0027,STA2,,2026-04-22T15:09:00,2026-04-22T15:09:00,2026-04-22T15:09:00,14.858002,75.343519,Physical assault reported outside the railway station following a dispute between the parties.
CASE01041,100130081202601041,202601041,2026-04-19,EMP0209,UNIT0081,CAT1,GRV2,CH05,CSH0024,STA2,,2026-04-19T21:26:00,2026-04-19T21:26:00,2026-04-19T21:26:00,15.483106,75.032927,Victim was approached by unidentified persons near the railway station and robbed at knifepoint.
CASE01042,100260161202601042,202601042,2026-02-14,EMP0225,UNIT0161,CAT1,GRV2,CH05,CSH0023,STA1,,2026-02-14T15:44:00,2026-02-14T15:44:00,2026-02-14T15:44:00,13.398576,77.038384,"An altercation broke out at the bus stand, resulting in injuries to the victim."
CASE01043,100210126202601043,202601043,2026-07-02,EMP0099,UNIT0126,CAT1,GRV1,CH01,CSH0003,STA4,,2026-07-02T10:20:00,2026-07-02T10:20:00,2026-07-02T10:20:00,12.491083,76.938478,Physical assault reported outside the railway station following a dispute between the parties.
CASE01044,100130079202601044,202601044,2026-06-05,EMP0203,UNIT0079,CAT1,GRV2,CH02,CSH0009,STA3,,2026-06-05T07:07:00,2026-06-05T07:07:00,2026-06-05T07:07:00,15.525443,75.060024,Complainant alleges online fraud involving a transaction linked to a parking area.
CASE01045,100030014202601045,202601045,2026-05-10,EMP0051,UNIT0014,CAT1,GRV1,CH03,CSH0016,STA1,,2026-05-10T16:07:00,2026-05-10T16:07:00,2026-05-10T16:07:00,15.860659,74.527299,"An altercation broke out at the local temple grounds, resulting in injuries to the victim."
